Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown0_3,Unknown0_4,Unknown0_5,Unknown0_6,Unknown0_7,Unknown0_8,Unknown0_9,Unknown0_10,Unknown0_11,Unknown0_12,Unknown0_13,Unknown0_14,Unknown0_15,Unknown0_16,Unknown0_17,Unknown0_18,Unknown0_19,Unknown0_20,Unknown1_0,Unknown1_1,Unknown1_2,Unknown1_3,Unknown1_4,Unknown1_5,Unknown1_6,Unknown1_7
"234","300","450","450","450","300","450","450","300","450","0","450","0","0","300","300","285","41","0","450","300","93","0","298","298","298","298","0","300","0"
"235","302","452","452","452","302","452","452","302","452","0","452","0","0","302","302","287","41","0","452","302","94","0","299","299","299","299","0","302","0"
"236","303","454","454","454","303","454","454","303","454","0","454","0","0","303","303","288","41","0","454","303","94","0","300","300","300","300","0","303","0"
"237","304","456","456","456","304","456","456","304","456","0","456","0","0","304","304","289","41","0","456","304","95","0","302","302","302","302","0","304","0"
"238","306","458","458","458","306","458","458","306","458","0","458","0","0","306","306","291","42","0","458","306","95","0","303","303","303","303","0","306","0"
"239","307","461","461","461","307","461","461","307","461","0","461","0","0","307","307","292","42","0","461","307","96","0","305","305","305","305","0","307","0"
"240","309","463","463","463","309","463","463","309","463","0","463","0","0","309","309","294","42","0","463","309","96","0","306","306","306","306","0","309","0"
"241","310","465","465","465","310","465","465","310","465","0","465","0","0","310","310","295","42","0","465","310","97","0","307","307","307","307","0","310","0"
"242","311","467","467","467","311","467","467","311","467","0","467","0","0","311","311","296","42","0","467","311","97","0","309","309","309","309","0","311","0"
"243","313","469","469","469","313","469","469","313","469","0","469","0","0","313","313","298","43","0","469","313","98","0","310","310","310","310","0","313","0"
"244","314","471","471","471","314","471","471","314","471","0","471","0","0","314","314","299","43","0","471","314","98","0","312","312","312","312","0","314","0"
"245","316","473","473","473","316","473","473","316","473","0","473","0","0","316","316","301","43","0","473","316","99","0","313","313","313","313","0","316","0"
"246","317","475","475","475","317","475","475","317","475","0","475","0","0","317","317","302","43","0","475","317","99","0","314","314","314","314","0","317","0"
"247","318","477","477","477","318","477","477","318","477","0","477","0","0","318","318","303","43","0","477","318","100","0","316","316","316","316","0","318","0"
"248","320","479","479","479","320","479","479","320","479","0","479","0","0","320","320","305","44","0","479","320","100","0","317","317","317","317","0","320","0"
"249","321","481","481","481","321","481","481","321","481","0","481","0","0","321","321","306","44","0","481","321","101","0","319","319","319","319","0","321","0"
"250","322","483","483","483","322","483","483","322","483","0","483","0","0","322","322","307","44","0","483","322","101","0","320","320","320","320","0","322","0"
"251","324","486","486","486","324","486","486","324","486","0","486","0","0","324","324","309","44","0","486","324","102","0","321","321","321","321","0","324","0"
"252","325","488","488","488","325","488","488","325","488","0","488","0","0","325","325","310","44","0","488","325","102","0","323","323","323","323","0","325","0"
"253","327","490","490","490","327","490","490","327","490","0","490","0","0","327","327","312","45","0","490","327","103","0","324","324","324","324","0","327","0"
"254","328","492","492","492","328","492","492","328","492","0","492","0","0","328","328","313","45","0","492","328","103","0","326","326","326","326","0","328","0"
"255","329","494","494","494","329","494","494","329","494","0","494","0","0","329","329","314","45","0","494","329","104","0","327","327","327","327","0","329","0"
"256","331","496","496","496","331","496","496","331","496","0","496","0","0","331","331","316","45","0","496","331","104","0","328","328","328","328","0","331","0"
"257","332","498","498","498","332","498","498","332","498","0","498","0","0","332","332","317","45","0","498","332","105","0","330","330","330","330","0","332","0"
"258","334","500","500","500","334","500","500","334","500","0","500","0","0","334","334","319","46","0","500","334","105","0","331","331","331","331","0","334","0"
"259","335","502","502","502","335","502","502","335","502","0","502","0","0","335","335","320","46","0","502","335","106","0","333","333","333","333","0","335","0"
"260","336","504","504","504","336","504","504","336","504","0","504","0","0","336","336","321","46","0","504","336","106","0","334","334","334","334","0","336","0"
"261","338","506","506","506","338","506","506","338","506","0","506","0","0","338","338","323","46","0","506","338","107","0","335","335","335","335","0","338","0"
"262","339","508","508","508","339","508","508","339","508","0","508","0","0","339","339","324","46","0","508","339","107","0","337","337","337","337","0","339","0"
"263","341","511","511","511","341","511","511","341","511","0","511","0","0","341","341","326","47","0","511","341","108","0","338","338","338","338","0","341","0"
"264","342","513","513","513","342","513","513","342","513","0","513","0","0","342","342","327","47","0","513","342","108","0","340","340","340","340","0","342","0"
"265","343","515","515","515","343","515","515","343","515","0","515","0","0","343","343","328","47","0","515","343","109","0","341","341","341","341","0","343","0"
"266","345","517","517","517","345","517","517","345","517","0","517","0","0","345","345","330","47","0","517","345","109","0","342","342","342","342","0","345","0"
"267","346","519","519","519","346","519","519","346","519","0","519","0","0","346","346","331","47","0","519","346","110","0","344","344","344","344","0","346","0"
"268","347","521","521","521","347","521","521","347","521","0","521","0","0","347","347","332","48","0","521","347","110","0","345","345","345","345","0","347","0"
"269","349","523","523","523","349","523","523","349","523","0","523","0","0","349","349","334","48","0","523","349","111","0","347","347","347","347","0","349","0"
"270","350","525","525","525","350","525","525","350","525","0","525","0","0","350","350","335","48","0","525","350","111","0","348","348","348","348","0","350","0"
"271","352","527","527","527","352","527","527","352","527","0","527","0","0","352","352","337","48","0","527","352","112","0","349","349","349","349","0","352","0"
"272","353","529","529","529","353","529","529","353","529","0","529","0","0","353","353","338","48","0","529","353","112","0","351","351","351","351","0","353","0"
"273","354","531","531","531","354","531","531","354","531","0","531","0","0","354","354","339","49","0","531","354","113","0","352","352","352","352","0","354","0"
"274","356","533","533","533","356","533","533","356","533","0","533","0","0","356","356","341","49","0","533","356","113","0","354","354","354","354","0","356","0"
"275","357","536","536","536","357","536","536","357","536","0","536","0","0","357","357","342","49","0","536","357","114","0","355","355","355","355","0","357","0"
"276","359","538","538","538","359","538","538","359","538","0","538","0","0","359","359","344","49","0","538","359","114","0","356","356","356","356","0","359","0"
"277","360","540","540","540","360","540","540","360","540","0","540","0","0","360","360","345","49","0","540","360","115","0","358","358","358","358","0","360","0"
"278","361","542","542","542","361","542","542","361","542","0","542","0","0","361","361","346","50","0","542","361","115","0","359","359","359","359","0","361","0"
"279","363","544","544","544","363","544","544","363","544","0","544","0","0","363","363","348","50","0","544","363","116","0","361","361","361","361","0","363","0"
"280","364","546","546","546","364","546","546","364","546","0","546","0","0","364","364","349","50","0","546","364","116","0","362","362","362","362","0","364","0"
"281","366","548","548","548","366","548","548","366","548","0","548","0","0","366","366","351","50","0","548","366","117","0","363","363","363","363","0","366","0"
"282","367","550","550","550","367","550","550","367","550","0","550","0","0","367","367","352","50","0","550","367","117","0","365","365","365","365","0","367","0"
"283","368","552","552","552","368","552","552","368","552","0","552","0","0","368","368","353","51","0","552","368","118","0","366","366","366","366","0","368","0"
"284","370","554","554","554","370","554","554","370","554","0","554","0","0","370","370","355","51","0","554","370","118","0","368","368","368","368","0","370","0"
"285","371","556","556","556","371","556","556","371","556","0","556","0","0","371","371","356","51","0","556","371","119","0","369","369","369","369","0","371","0"
"286","372","558","558","558","372","558","558","372","558","0","558","0","0","372","372","357","51","0","558","372","119","0","370","370","370","370","0","372","0"
"287","374","561","561","561","374","561","561","374","561","0","561","0","0","374","374","359","51","0","561","374","120","0","372","372","372","372","0","374","0"
"288","375","563","563","563","375","563","563","375","563","0","563","0","0","375","375","360","52","0","563","375","120","0","373","373","373","373","0","375","0"
"289","377","565","565","565","377","565","565","377","565","0","565","0","0","377","377","362","52","0","565","377","121","0","375","375","375","375","0","377","0"
"290","378","567","567","567","378","567","567","378","567","0","567","0","0","378","378","363","52","0","567","378","121","0","376","376","376","376","0","378","0"
"291","379","569","569","569","379","569","569","379","569","0","569","0","0","379","379","364","52","0","569","379","122","0","377","377","377","377","0","379","0"
"292","381","571","571","571","381","571","571","381","571","0","571","0","0","381","381","366","52","0","571","381","122","0","379","379","379","379","0","381","0"
"293","382","573","573","573","382","573","573","382","573","0","573","0","0","382","382","367","53","0","573","382","123","0","380","380","380","380","0","382","0"
"294","384","575","575","575","384","575","575","384","575","0","575","0","0","384","384","369","53","0","575","384","123","0","382","382","382","382","0","384","0"
"295","385","577","577","577","385","577","577","385","577","0","577","0","0","385","385","370","53","0","577","385","124","0","383","383","383","383","0","385","0"
"296","386","579","579","579","386","579","579","386","579","0","579","0","0","386","386","371","53","0","579","386","124","0","384","384","384","384","0","386","0"
"297","388","581","581","581","388","581","581","388","581","0","581","0","0","388","388","373","53","0","581","388","125","0","386","386","386","386","0","388","0"
"298","389","584","584","584","389","584","584","389","584","0","584","0","0","389","389","374","54","0","584","389","125","0","387","387","387","387","0","389","0"
