Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown0_3,Unknown1
"897","255","0","0","0","1"
"898","0.75","0","0","0","14"
"899","436","0","0","3","26"
"900","441","0","0","3","26"
"901","451","0","0","2","26"
"902","446","0","0","3","26"
"903","8323691","20","600","100","8"
"904","351","0","0","3","26"
"905","454","0","0","1","26"
"906","1.323853E+07","0","0","0","1"
"907","4159742","0","0","0","1"
"908","5460819","0","0","0","1"
"909","0.5","0","0","0","14"
"910","682","0","0","1","26"
"911","459","0","0","1","26"
"912","461","0","0","1","26"
"913","464","0","0","1","26"
"914","465","0","0","1","26"
"915","258","0","0","3","26"
"916","468","0","0","1","26"
"917","1","5","0","0","12"
"918","469","0","0","3","26"
"919","470","0","0","1","26"
"920","1945621","0","0","0","1"
"921","472","0","0","3","26"
"922","0","0","0","0","11"
"923","8","0","0","3","26"
"924","473","0","0","1","26"
"925","474","0","0","1","26"
"926","475","0","0","1","26"
"927","476","0","0","1","26"
"928","1.671169E+07","20","600","100","8"
"929","480","0","0","3","26"
"930","485","0","0","1","26"
"931","486","0","0","1","26"
"932","8026746","0","0","0","10"
"933","9276813","0","0","0","10"
"934","1.435522E+07","20","1000","100","8"
"935","0","0","0","0","11"
"936","1","0","0","0","14"
"937","324","0","0","3","26"
"938","257","0","0","2","26"
"939","489","0","0","3","26"
"940","490","0","0","3","26"
"941","491","0","0","0","26"
"942","499","0","0","1","26"
"943","493","0","0","0","26"
"944","494","0","0","0","26"
"945","495","0","0","3","26"
"946","496","0","0","0","26"
"947","497","0","0","0","26"
"948","0","1","0","0","11"
"949","0","0","0","0","11"
"950","498","0","0","1","26"
"951","500","0","0","0","26"
"952","0","0","0.25","0","14"
"953","1.297598E+07","0","0","0","13"
"954","9074175","0","0","0","1"
"955","0","0","0","0","11"
"956","1.626347E+07","20","600","100","8"
"957","1310867","0","0","0","1"
"958","65","0","0","3","26"
"959","502","0","0","0","26"
"960","357","0","0","3","26"
"961","328","0","0","3","26"
"962","0.75","0","2","0","14"
"963","505","0","0","2","26"
"964","506","0","0","3","26"
"965","508","0","0","1","26"
"966","108","0","0","0","9"
"967","9074175","0","0","0","1"
"968","0","0","0","0","11"
"969","1.626347E+07","20","600","100","8"
"970","3750324","0","0","0","1"
"971","512","0","0","0","26"
"972","7","0","0","3","26"
"973","1.671168E+07","8","400","128","8"
"974","513","0","0","1","26"
"975","7","0","0","2","26"
"976","4869802","10","1500","50","8"
"977","265212","10","1500","100","8"
"978","1.271302E+07","20","600","100","8"
"979","2752670","0","0","0","1"
"980","514","0","0","3","26"
"981","515","0","0","0","26"
"982","518","0","0","3","26"
"983","516","0","0","1","26"
"984","1.378193E+07","0","0","0","1"
"985","1.452723E+07","0","0","0","1"
"986","606","0","0","3","26"
"987","521","0","0","3","26"
"988","522","0","0","1","26"
"989","329","0","0","3","26"
"990","40","0","0","2","26"
"991","460","0","0","0","26"
"992","10","0","0","0","26"
"993","460","0","0","0","26"
"994","10","0","0","0","26"
"995","0","0","0","0","1"
"996","460","0","0","0","26"
"997","10","0","0","0","26"
"998","460","0","0","0","26"
"999","10","0","0","0","26"
"1000","55085","0","0","0","1"
"1001","1","0","0","0","2"
"1002","2752670","0","0","0","1"
"1003","2752670","0","0","0","1"
"1004","277","0","0","2","26"
"1005","524","0","0","2","26"
"1006","526","0","0","3","26"
"1007","530","0","0","1","26"
"1008","1945621","0","0","0","1"
"1009","528","0","0","2","26"
"1010","528","0","0","3","26"
"1011","1020","0","0","2","26"
"1012","0","0","0","0","11"
"1013","132","132","132","0","7"
"1014","10","0","0","3","26"
"1015","537","0","0","3","26"
"1016","538","0","0","2","26"
"1017","4066815","0","0","0","1"
"1018","539","0","0","3","26"
"1019","542","0","0","1","26"
"1020","543","0","0","3","26"
"1021","63988","0","0","0","1"
"1022","544","0","0","3","26"
"1023","412","0","0","3","26"
"1024","532","0","0","3","26"
"1025","298","0","0","3","26"
"1026","545","0","0","3","26"
"1027","546","0","0","3","26"
"1028","551","0","0","3","26"
"1029","0.5","0","0","0","14"
"1030","0.75","0","0","0","14"
"1031","0","0","0","0","1"
"1032","2","0","0","1","26"
"1033","0","0","0","0","1"
"1034","95","0","0","2","26"
"1035","7105791","0","0","0","13"
"1036","1.676638E+07","0","0","0","1"
"1037","1.676638E+07","0","0","0","1"
"1038","555","0","0","1","26"
"1039","120","119","223","0","7"
"1040","558","0","0","3","26"
"1041","559","0","0","3","26"
"1042","356","0","0","3","26"
"1043","1.671168E+07","8","400","128","8"
"1044","560","0","0","3","26"
"1045","476","0","0","1","26"
"1046","562","0","0","3","26"
"1047","0.5","0","0","0","14"
"1048","1.578118E+07","0","0","0","1"
"1049","1.626347E+07","20","600","100","8"
"1050","1","0","0","0","15"
"1051","1900344","0","0","0","1"
"1052","563","0","0","3","26"
"1053","565","0","0","1","26"
"1054","267","0","0","2","26"
"1055","1.239219E+07","0","0","0","1"
"1056","0","0","0","0","11"
"1057","253","0","0","3","26"
"1058","344","0","0","3","26"
"1059","568","0","0","3","26"
"1060","569","0","0","3","26"
"1061","570","0","0","3","26"
"1062","0.95","0","0","0","11"
"1063","571","0","0","3","26"
"1064","1.626347E+07","20","600","100","8"
"1065","329","0","0","1","26"
"1066","1.613699E+07","0","0","0","1"
"1067","572","0","0","3","26"
"1068","4","0","0","1","26"
"1069","344","0","0","1","26"
"1070","95","0","0","0","26"
"1071","578","0","0","3","26"
"1072","574","0","0","2","26"
"1073","577","0","0","1","26"
"1074","1.657126E+07","20","600","100","8"
"1075","1.657126E+07","20","600","100","8"
"1076","778732","20","1000","100","8"
"1077","1.657126E+07","20","600","100","8"
"1078","4174592","0","0","0","1"
"1079","1.271302E+07","20","600","100","8"
"1080","3668","0","0","2","26"
"1081","579","0","0","3","26"
"1082","7105791","0","0","0","13"
"1083","582","0","0","3","26"
"1084","583","0","0","3","26"
"1085","1.637783E+07","0","0","0","1"
"1086","10","0","0","3","26"
"1087","584","0","0","2","26"
"1088","301361","0","1","0","13"
"1089","586","0","0","3","26"
"1090","329","0","0","2","26"
"1091","1.61933E+07","20","2000","100","8"
"1092","1.573892E+07","20","600","100","8"
"1093","587","0","0","3","26"
"1094","1.019792E+07","0","0","0","1"
"1095","0.25","0","0","0","14"
"1096","591","0","0","3","26"
"1097","2555970","0","0","0","1"
"1098","0.3","2","1000","0","14"
"1099","2","0","0","0","2"
"1100","584","0","0","3","26"
"1101","1.435522E+07","20","1000","100","8"
"1102","394758","0","0","0","1"
"1103","593","0","0","0","26"
"1104","594","0","0","0","26"
"1105","0.5","0","0","0","14"
"1106","200","0","0","1","26"
"1107","596","0","0","1","26"
"1108","1.220115E+07","0","0","0","1"
"1109","598","0","0","1","26"
"1110","599","0","0","0","26"
"1111","1900475","0","0","0","1"
"1112","673","1","0","0","12"
"1113","601","0","0","1","26"
"1114","7536776","0","0","0","1"
"1115","0.5","0","0","0","14"
"1116","1.626347E+07","20","600","100","8"
"1117","605","0","0","0","26"
"1118","603","0","0","0","26"
"1119","604","0","0","0","26"
"1120","607","0","0","3","26"
"1121","610","0","0","0","26"
"1122","612","0","0","2","26"
"1123","611","0","0","2","26"
"1124","1093","0","0","2","26"
"1125","1.657126E+07","20","600","100","8"
"1126","617","0","0","1","26"
"1127","617","0","0","1","26"
"1128","458","0","0","3","26"
"1129","621","0","0","1","26"
"1130","622","0","0","0","26"
"1131","1.605611E+07","20","500","80","8"
"1132","9074175","0","0","0","1"
"1133","0","0","0","0","11"
"1134","8612351","0","0","0","1"
"1135","9838228","20","1000","100","8"
"1136","624","0","0","3","26"
"1137","869","0","0","3","26"
"1138","9074175","0","0","0","1"
"1139","0","0","0","0","11"
"1140","764","0","0","0","26"
"1141","626","0","0","3","26"
"1142","9074175","0","0","0","1"
"1143","0","0","0","0","11"
"1144","1.67117E+07","8","400","128","8"
"1145","1.652279E+07","20","1000","100","8"
"1146","1.461464E+07","40","1000","200","8"
"1147","1.559766E+07","20","1000","200","8"
"1148","630","0","0","3","26"
"1149","631","0","0","3","26"
"1150","790","0","0","3","26"
"1151","1","0","0","0","14"
"1152","9222653","0","0","0","1"
"1153","635","0","0","2","26"
"1154","634","0","0","3","26"
"1155","572","0","0","3","26"
"1156","316","0","0","1","26"
"1157","3692","0","0","3","26"
"1158","642","0","0","3","26"
"1159","643","0","0","1","26"
"1160","1.612187E+07","0","0","0","1"
"1161","621","0","0","1","26"
"1162","1.5","0","0","0","11"
"1163","354","0","0","3","26"
"1164","646","0","0","1","26"
"1165","646","0","0","0","26"
"1166","655","0","0","3","26"
"1167","651","0","0","3","26"
"1168","648","0","0","3","26"
"1169","653","0","0","3","26"
"1170","95","0","0","0","26"
"1171","657","0","0","2","26"
"1172","659","0","0","1","26"
"1173","660","0","0","3","26"
"1174","1.648412E+07","20","10000","100","8"
"1175","661","0","0","1","26"
"1176","2","0","0","0","7"
"1177","476","0","0","1","26"
"1178","3688","0","0","3","26"
"1179","3696","0","0","3","26"
"1180","1.599309E+07","20","100","100","8"
"1181","1.648412E+07","20","10000","100","8"
"1182","329","0","0","3","26"
"1183","1.599309E+07","20","100","100","8"
"1184","50","0","0","1","26"
"1185","664","0","0","1","26"
"1186","666","0","0","0","26"
"1187","1.638426E+07","0","0","0","1"
"1188","667","0","0","3","26"
"1189","1.597142E+07","20","450","60","8"
"1190","6711039","0","0","0","1"
"1191","202","0","0","0","7"
"1192","3671542","20","1500","100","8"
"1193","669","0","0","2","26"
"1194","1.626347E+07","20","600","100","8"
"1195","670","0","0","3","26"
"1196","674","0","0","1","26"
"1197","0","0","0","0","11"
"1198","675","0","0","3","26"
"1199","9222653","0","0","0","1"
"1200","0.1","0","0","0","14"
"1201","676","0","0","1","26"
"1202","0","0","111","0","7"
"1203","1.61933E+07","20","2000","100","8"
"1204","1.61933E+07","20","2000","100","8"
"1205","1","0","0","0","2"
"1206","1.51609E+07","0","0","0","1"
"1207","678","0","0","0","26"
"1208","683","0","0","2","26"
"1209","685","0","0","1","26"
"1210","0.35","0","2","0","14"
"1211","1.631773E+07","20","300","50","8"
"1212","642","0","0","3","26"
"1213","1","235","235","0","7"
"1214","2.05","0","0","0","11"
"1215","686","0","0","1","26"
"1216","458","0","0","1","26"
"1217","0","0","2","0","11"
"1218","4535","0","0","2","26"
"1219","7105791","0","0","0","13"
"1220","95","0","0","0","26"
"1221","9222653","0","0","0","1"
"1222","0.2","0","0","0","14"
"1223","7105791","0","0","0","13"
"1224","2555970","0","0","0","1"
"1225","0.95","0","2","0","14"
"1226","690","0","0","3","26"
"1227","692","0","0","3","26"
"1228","351","0","0","3","26"
"1229","695","0","0","3","26"
"1230","696","0","0","3","26"
"1231","693","0","0","3","26"
"1232","697","0","0","3","26"
"1233","3947775","0","0","0","1"
"1234","1.671168E+07","8","400","128","8"
"1235","1.120684E+07","0","0","0","5"
"1236","0","43486","0","0","17"
"1237","95","0","0","2","26"
"1238","0","0","0","0","1"
"1239","1381887","0","0","0","1"
"1240","427","0","0","3","26"
"1241","24","0","0","3","26"
"1242","0.6","0","0","0","11"
"1243","0.68","0","0","0","11"
"1244","282","0","0","0","26"
"1245","701","0","0","3","26"
"1246","702","0","0","1","26"
"1247","703","0","0","0","26"
"1248","704","0","0","3","26"
"1249","390","0","0","0","26"
"1250","739","0","0","1","26"
"1251","707","0","0","3","26"
"1252","95","0","0","0","26"
"1253","750","0","0","1","26"
"1254","1.671168E+07","8","400","128","8"
"1255","752","0","0","1","26"
"1256","0.17","0","0","0","11"
"1257","719","0","0","3","26"
"1258","28","0","0","1","26"
"1259","9","0","0","1","26"
"1260","1.575683E+07","0","1","2","13"
"1261","756","0","0","3","26"
"1262","2","0","0","0","2"
"1263","765","0","0","1","26"
"1264","766","0","0","1","26"
"1265","767","0","0","0","26"
"1266","1.671168E+07","8","400","128","8"
"1267","769","0","0","3","26"
"1268","9502847","0","0","0","1"
"1269","6","1","0","0","12"
"1270","1.626347E+07","20","600","100","8"
"1271","1.575683E+07","0","2","0","13"
"1272","770","0","0","3","26"
"1273","1.575683E+07","0","1","0","13"
"1274","780","0","0","1","26"
"1275","7405627","0","0","0","1"
"1276","0.85","0","2","0","14"
"1277","775","0","0","1","26"
"1278","1.652279E+07","20","1000","100","8"
"1279","238","0","0","0","8"
"1280","0.9","0","1","0","15"
"1281","1.581089E+07","0","20","0","13"
"1282","0.8","1","0","0","15"
"1283","1.655465E+07","0","0","0","1"
"1284","1.098829E+07","0","0","0","1"
"1285","0","0","0","0","11"
"1286","2","0","0","0","2"
"1287","2","0","0","0","2"
"1288","0","0","0","0","11"
"1289","0","0","0","0","11"
"1290","776","0","0","1","26"
"1291","374","0","0","0","26"
"1292","703","0","0","3","26"
"1293","7405627","0","0","0","1"
"1294","0.85","0","2","0","14"
"1295","0.5","0","0","0","14"
"1296","9145227","0","0","0","1"
"1297","777","0","0","1","26"
"1298","785","0","0","0","26"
"1299","703","0","0","0","26"
"1300","788","0","0","1","26"
"1301","789","0","0","3","26"
"1302","329","0","0","1","26"
"1303","1.435522E+07","20","1000","100","8"
"1304","39206","0","0","0","1"
"1305","883200","0","0","0","1"
"1306","1.048594E+07","0","0","0","1"
"1307","0.65","0","2","0","14"
"1308","1.269114E+07","0","0","0","1"
"1309","702","0","0","1","26"
"1310","0","21525","0","0","17"
"1311","0","21524","0","0","17"
"1312","791","0","0","2","26"
"1313","374","0","0","0","26"
"1314","0","44743","0","0","17"
"1315","2","0","0","0","2"
"1316","2","0","0","0","2"
"1317","792","0","0","0","26"
"1318","262","0","0","3","26"
"1319","424","0","0","3","26"
"1320","2","0","0","0","26"
"1321","120","119","223","0","7"
"1322","0.6","2","1000","0","14"
"1323","9074175","0","0","0","1"
"1324","0","0","0","0","11"
"1325","1.51609E+07","0","0","0","1"
"1326","0","44803","0","0","17"
"1327","793","0","0","1","26"
"1328","794","0","0","1","26"
"1329","743","0","0","2","26"
"1330","638","0","0","3","26"
"1331","797","0","0","1","26"
"1332","9074175","0","0","0","1"
"1333","1","0","0","0","11"
"1334","798","0","0","2","26"
"1335","22","0","0","1","26"
"1336","806","0","0","0","26"
"1337","810","0","0","0","26"
"1338","811","0","0","1","26"
"1339","812","0","0","3","26"
"1340","812","0","0","3","26"
"1341","1E+08","0","0","0","11"
"1342","1.651514E+07","0","0","0","1"
"1343","0","0","0","0","26"
"1344","815","0","0","1","26"
"1345","8750469","0","0","0","1"
"1346","8947848","0","0","6","11"
"1347","818","0","0","1","26"
"1348","830","0","0","1","26"
"1349","826","0","0","1","26"
"1350","95","0","0","2","26"
"1351","743","0","0","0","26"
"1352","750","0","0","1","26"
"1353","833","0","0","2","26"
"1354","834","0","0","1","26"
"1355","836","0","0","0","26"
"1356","1.62747E+07","0","0","0","1"
"1357","9074175","0","0","0","1"
"1358","1.77","0","0","0","11"
"1359","841","0","0","1","26"
"1360","1.574882E+07","20","600","100","8"
"1361","1.271302E+07","20","600","100","8"
"1362","843","0","0","3","26"
"1363","1.563775E+07","20","600","100","8"
"1364","844","0","0","1","26"
"1365","1.271302E+07","20","600","100","8"
"1366","845","0","0","1","26"
"1367","257","0","0","2","26"
"1368","0","0","0","0","1"
"1369","4174592","0","0","0","1"
"1370","804","0","0","1","26"
"1371","95","0","0","2","26"
"1372","850","0","0","3","26"
"1373","852","0","0","1","26"
"1374","495","0","0","3","26"
"1375","764","0","0","1","26"
"1376","856","0","0","1","26"
"1377","1.162716E+07","0","0","0","1"
"1378","95","0","0","2","26"
"1379","0","0","0","0","26"
"1380","892","0","0","0","26"
"1381","858","0","0","0","26"
"1382","95","0","0","0","26"
"1383","1179","0","0","0","26"
"1384","859","0","0","1","26"
"1385","1.677722E+07","0","0","0","1"
"1386","1.61933E+07","20","2000","100","8"
"1387","1.61933E+07","20","2000","100","8"
"1388","1.238624E+07","0","0","0","1"
"1389","1.238624E+07","0","0","0","1"
"1390","864","0","0","2","26"
"1391","865","0","0","2","26"
"1392","719","0","0","2","26"
"1393","2.8","0","0","0","11"
"1394","866","0","0","2","26"
"1395","867","0","0","2","26"
"1396","868","0","0","0","26"
"1397","9074175","0","0","0","1"
"1398","0","0","0","0","11"
"1399","871","0","0","1","26"
"1400","872","0","0","1","26"
"1401","879","0","0","2","26"
"1402","879","0","0","2","26"
"1403","0","0","0","0","6"
"1404","876","0","0","1","26"
"1405","0.2","0","0","0","14"
"1406","0.4","0","0","0","14"
"1407","0.6","0","0","0","14"
"1408","0.8","0","0","0","14"
"1409","173","0","0","1","26"
"1410","719","0","0","3","26"
"1411","1.671184E+07","11","1","11","13"
"1412","882","0","0","1","26"
"1413","102","0","0","0","9"
"1414","1.61933E+07","20","2000","100","8"
"1415","883","0","0","1","26"
"1416","886","0","0","1","26"
"1417","474721","0","0","0","1"
"1418","887","0","0","3","26"
"1419","889","0","0","2","26"
"1420","868","0","0","1","26"
"1421","1.51609E+07","0","0","0","1"
"1422","15","0","0","0","11"
"1423","678","0","0","0","26"
"1424","890","0","0","0","26"
"1425","1.676638E+07","0","0","0","1"
"1426","110","0","0","0","9"
"1427","229","0","0","3","26"
"1428","2302755","0","0","0","1"
"1429","0","0","0","0","11"
"1430","324","0","0","1","26"
"1431","1.54793E+07","0","6","0","13"
"1432","95","0","0","0","26"
"1433","1.67593E+07","0","0","0","1"
"1434","1.672627E+07","0","0","0","1"
"1435","0.25","0","0","0","14"
"1436","869","0","0","2","26"
"1437","0","0","0","0","11"
"1438","0","0","0","0","11"
"1439","1","0","0","0","2"
"1440","8388608","53097","0","0","17"
"1441","893","0","0","2","26"
"1442","7","0","0","1","26"
"1443","255","0","0","0","1"
"1444","0","0","0","0","1"
"1445","0.65","0","2","0","14"
"1446","458","0","0","1","26"
"1447","65280","0","0","0","1"
"1448","898","0","0","0","26"
"1449","895","0","0","3","26"
"1450","896","0","0","3","26"
"1451","897","0","0","0","26"
"1452","0","0","0","0","1"
"1453","901","0","0","2","26"
